seq,ts,AD,position,posLength,velocity,width,filmVelocity,isRotationCW,angleOfRotation,aRoundTimeOfRotation,sampleAD
15442,1767859485312,38829,6977,13850,-4.2,1449,26.313,1,154,7.683,50554
15443,1767859485421,39045,6917,13850,-4.2,1449,26.313,1,154,7.717,50554
15444,1767859485515,39125,6872,13850,-4.2,1449,26.313,1,154,7.717,50554
15445,1767859485627,38972,6817,13850,-4.2,1449,26.313,1,154,7.717,50554
15446,1767859485717,38854,6772,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15447,1767859485811,39025,6727,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15448,1767859485923,38758,6667,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15449,1767859486018,38825,6627,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15450,1767859486115,38910,6572,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15451,1767859486214,38816,6528,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15452,1767859486319,38422,6472,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15453,1767859486415,38696,6422,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15454,1767859486510,38701,6377,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15455,1767859486605,38867,6327,13850,-4.192,1449,26.288,1,154.7,7.717,50554
15456,1767859486716,39045,6273,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15457,1767859486811,39000,6228,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15458,1767859486918,39061,6173,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15459,1767859487013,39206,6123,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15460,1767859487123,39255,6068,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15461,1767859487219,39098,6023,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15462,1767859487321,38809,5968,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15463,1767859487415,38679,5928,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15464,1767859487511,38501,5878,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15465,1767859487624,38929,5818,13850,-4.2,1449,26.288,1,155.4,7.717,50554
15466,1767859487716,39151,5773,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15467,1767859487813,39297,5723,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15468,1767859487924,39248,5668,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15469,1767859488016,39492,5623,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15470,1767859488125,39119,5568,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15471,1767859488223,38713,5524,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15472,1767859488315,38658,5474,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15473,1767859488430,38661,5419,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15474,1767859488506,38933,5383,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15475,1767859488601,39168,5329,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15476,1767859488713,39355,5274,13850,-4.192,1449,26.313,1,156.1,7.717,50554
15477,1767859488807,39439,5231,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15478,1767859488919,39116,5174,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15479,1767859489016,39055,5124,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15480,1767859489111,38617,5079,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15481,1767859489225,38650,5019,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15482,1767859489303,38704,4984,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15483,1767859489414,39085,4924,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15484,1767859489510,39323,4879,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15485,1767859489617,39567,4827,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15486,1767859489709,39388,4779,13850,-4.192,1449,26.301,1,156.9,7.717,50554
15487,1767859489804,39290,4730,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15488,1767859489917,39180,4674,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15489,1767859490012,38939,4624,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15490,1767859490121,38947,4570,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15491,1767859490216,38960,4525,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15492,1767859490308,39062,4480,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15493,1767859490419,39106,4425,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15494,1767859490515,39038,4380,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15495,1767859490625,38981,4320,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15496,1767859490719,39136,4275,13850,-4.192,1449,26.288,1,157.5,7.717,50554
15497,1767859490814,39194,4225,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15498,1767859490922,39127,4176,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15499,1767859491015,39077,4125,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15500,1767859491113,39257,4075,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15501,1767859491222,39302,4020,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15502,1767859491316,39027,3975,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15503,1767859491425,39027,3921,13850,-4.2,1449,26.325,1,158.2,7.717,50554
15504,1767859491520,38932,3875,13850,-4.2,1449,26.325,1,158.2,7.683,50554
15505,1767859491626,38694,3820,13850,-4.2,1449,26.325,1,158.2,7.683,50554
15506,1767859491722,38881,3770,13850,-4.2,1449,26.325,1,158.2,7.683,50554
15507,1767859491815,39128,3726,13850,-4.2,1449,26.264,1,158.9,7.683,50554
15508,1767859491925,39227,3671,13850,-4.2,1449,26.264,1,158.9,7.683,50554
15509,1767859492019,39169,3626,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15510,1767859492129,38920,3571,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15511,1767859492225,39008,3536,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15512,1767859492303,38828,3481,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15513,1767859492411,38977,3426,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15514,1767859492506,39316,3381,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15515,1767859492601,39415,3331,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15516,1767859492711,39145,3276,13850,-4.2,1449,26.264,1,158.9,7.717,50554
15517,1767859492806,38730,3231,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15518,1767859492915,38525,3176,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15519,1767859493008,38442,3136,13850,-4.192,1449,26.313,1,159.7,7.683,50554
15520,1767859493103,38602,3081,13850,-4.192,1449,26.313,1,159.7,7.683,50554
15521,1767859493216,39129,3027,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15522,1767859493322,39598,2971,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15523,1767859493418,39790,2926,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15524,1767859493515,39621,2876,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15525,1767859493625,39140,2822,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15526,1767859493721,38808,2772,13850,-4.192,1449,26.313,1,159.7,7.717,50554
15527,1767859493814,38380,2727,13850,-4.192,1449,26.301,1,160.4,7.717,50554
15528,1767859493923,38116,2679,13850,-4.192,1449,26.301,0,160.4,9.3,50554
15529,1767859494019,38390,2627,13850,-4.192,1449,26.301,0,160.4,9.3,50554
15530,1767859494114,38752,2587,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15531,1767859494226,39212,2522,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15532,1767859494319,39433,2487,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15533,1767859494413,39380,2427,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15534,1767859494505,39181,2382,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15535,1767859494616,38810,2328,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15536,1767859494710,38478,2277,13850,-4.192,1449,26.301,0,160.4,26.95,50554
15537,1767859494806,38566,2232,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15538,1767859494918,38962,2177,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15539,1767859495013,39326,2127,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15540,1767859495121,39679,2078,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15541,1767859495217,39705,2028,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15542,1767859495311,39673,1978,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15543,1767859495423,39273,1922,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15544,1767859495517,39027,1878,13850,-4.2,1449,26.276,0,160.1,26.95,50554
15545,1767859495625,38713,1823,13850,-4.2,1449,26.276,0,160.1,26.033,50554
15546,1767859495721,38751,1773,13850,-4.2,1449,26.276,0,160.1,22.933,50554
15547,1767859495817,39052,1728,13850,-4.192,1449,26.301,0,160.1,22.933,50554
15548,1767859495928,39417,1673,13850,-4.192,1449,26.301,0,160.1,22.933,50554
15549,1767859496004,39370,1633,13850,-4.192,1449,26.301,0,160.1,20.15,50554
15550,1767859496128,39211,1573,13850,-4.192,1449,26.301,0,160.1,18.25,50554
15551,1767859496220,38996,1523,13850,-4.192,1449,26.301,0,160.1,18.25,50554
15552,1767859496315,38783,1478,13850,-4.192,1449,26.301,0,160.1,16.55,50554
15553,1767859496423,38661,1424,13850,-4.192,1449,26.301,0,160.1,16.55,50554
15554,1767859496518,38735,1378,13850,-4.192,1449,26.301,0,160.1,15.233,50554
15555,1767859496628,39045,1324,13850,-4.192,1449,26.301,0,160.1,15.233,50554
15556,1767859496724,39556,1279,13850,-4.192,1449,26.301,0,160.1,15.233,50554
15557,1767859496817,43842,1229,13850,-4.2,1449,26.288,0,160.1,13.95,50554
15558,1767859496927,48795,1174,13850,-4.2,1449,26.288,0,160.1,13.95,50554
15559,1767859497019,50477,1129,13850,-4.2,1449,26.288,0,160.1,13.017,50554
15560,1767859497113,50686,1079,13850,-4.2,1449,26.288,0,160.1,13.017,50554
15561,1767859497225,50694,1024,13850,-4.2,1449,26.288,0,160.1,12.133,50554
15562,1767859497302,50679,994,13850,-4.2,1449,26.288,0,160.1,11.417,50554
15563,1767859497429,50705,924,13850,-4.2,1449,26.288,0,160.1,11.417,50554
15564,1767859497508,50689,884,13850,-4.2,1449,26.288,0,160.1,10.667,50554
15565,1767859497604,50660,834,13850,-4.2,1449,26.288,0,160.1,10.667,50554
15566,1767859497715,50694,779,13850,-4.2,1449,26.288,0,160.1,10.117,50554
15567,1767859497808,50684,739,13850,-4.192,1449,26.288,0,160.1,10.117,50554
15568,1767859497919,50633,679,13850,-4.192,1449,26.276,0,160.1,10.117,50554
15569,1767859498014,50641,629,13850,-4.192,1449,26.276,0,160.1,9.533,50554
15570,1767859498124,50642,578,13850,-4.192,1449,26.276,0,160.1,9.533,50554
15571,1767859498218,50633,532,13850,-4.192,1449,26.276,0,160.1,9.083,50554
15572,1767859498315,50668,489,13850,-4.192,1449,26.276,0,160.1,9.083,50554
15573,1767859498421,50632,453,13850,-4.192,1449,26.276,0,160.1,8.6,50554
15574,1767859498516,50634,432,13850,-4.192,1449,26.276,0,160.1,8.6,50554
15575,1767859498614,50649,416,13850,-4.192,1449,26.276,0,160.1,8.233,50554
15576,1767859498723,50649,411,13850,-4.192,1449,26.276,0,160.1,8.233,50554
15577,1767859498822,50649,411,13850,-4.192,1449,26.301,0,160,7.9,50554
15578,1767859498913,50649,411,13850,-4.192,1449,26.301,0,160,7.9,50554
15579,1767859499006,50649,411,13850,-4.192,1449,26.301,0,160,7.767,50554
15580,1767859499102,50649,411,13850,-4.192,1449,26.301,0,160,7.767,50554
15581,1767859499214,50649,411,13850,-4.192,1449,26.301,0,160,7.717,50554
15582,1767859499307,50649,411,13850,-4.192,1449,26.301,0,160,7.717,50554
15583,1767859499417,50649,416,13850,-4.192,1449,26.301,0,160,7.717,50554
15584,1767859499511,50602,434,13850,-4.192,1449,26.301,0,160,7.717,50554
15585,1767859499618,50580,466,13850,-4.192,1449,26.301,0,160,7.717,50554
15586,1767859499713,50633,507,13850,-4.192,1449,26.301,0,160,7.717,50554
15587,1767859499807,50607,551,13850,-4.192,1449,26.301,0,160,7.717,50554
15588,1767859499917,50636,601,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15589,1767859500013,50664,650,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15590,1767859500120,50635,706,13850,-0.798,1449,26.337,0,159.3,7.7,50554
15591,1767859500212,50664,756,13850,-0.798,1449,26.337,0,159.3,7.7,50554
15592,1767859500309,50639,800,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15593,1767859500416,50624,855,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15594,1767859500511,50625,900,13850,-0.798,1449,26.337,0,159.3,7.7,50554
15595,1767859500623,50591,955,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15596,1767859500717,50639,1005,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15597,1767859500810,50608,1050,13850,-0.798,1449,26.337,0,159.3,7.717,50554
15598,1767859500918,50599,1105,13850,4.192,1449,26.288,0,158.6,7.717,50554
15599,1767859501011,50602,1155,13850,4.192,1449,26.288,0,158.6,7.717,50554
15600,1767859501106,50638,1200,13850,4.192,1449,26.288,0,158.6,7.717,50554
15601,1767859501218,48563,1254,13850,4.192,1449,26.288,0,158.6,7.717,50554
15602,1767859501311,44818,1300,13850,4.192,1449,26.288,0,158.6,7.7,50554
15603,1767859501423,40433,1355,13850,4.192,1449,26.288,0,158.6,7.7,50554
15604,1767859501516,39378,1405,13850,4.192,1449,26.288,0,158.6,7.717,50554
15605,1767859501630,39440,1459,13850,4.192,1449,26.288,0,158.6,7.717,50554
15606,1767859501720,39470,1505,13850,4.192,1449,26.288,0,158.6,7.7,50554
15607,1767859501816,39482,1554,13850,4.192,1449,26.288,0,158.6,7.7,50554
15608,1767859501927,39317,1604,13850,4.192,1449,26.288,0,158,7.7,50554
15609,1767859502018,38945,1654,13850,4.192,1449,26.288,0,158,7.717,50554
15610,1767859502115,38757,1699,13850,4.192,1449,26.288,0,158,7.717,50554
15611,1767859502211,38733,1749,13850,4.192,1449,26.288,0,158,7.717,50554
15612,1767859502320,38982,1804,13850,4.192,1449,26.288,0,158,7.717,50554
15613,1767859502412,39192,1854,13850,4.192,1449,26.288,0,158,7.717,50554
15614,1767859502513,39391,1899,13850,4.192,1449,26.288,0,158,7.717,50554
15615,1767859502619,39408,1954,13850,4.192,1449,26.288,0,158,7.717,50554
15616,1767859502714,39320,2004,13850,4.192,1449,26.288,0,158,7.717,50554
15617,1767859502812,39452,2049,13850,4.192,1449,26.288,0,158,7.717,50554
15618,1767859502918,39368,2104,13850,4.2,1449,26.313,0,157.3,7.717,50554
15619,1767859503013,39477,2154,13850,4.2,1449,26.313,0,157.3,7.717,50554
15620,1767859503112,39335,2198,13850,4.2,1449,26.313,0,157.3,7.717,50554
15621,1767859503222,39078,2253,13850,4.2,1449,26.313,0,157.3,7.717,50554
15622,1767859503317,38775,2299,13850,4.2,1449,26.313,0,157.3,7.717,50554
15623,1767859503428,38783,2359,13850,4.2,1449,26.313,0,157.3,7.717,50554
15624,1767859503507,39225,2399,13850,4.2,1449,26.313,0,157.3,7.717,50554
15625,1767859503616,39635,2453,13850,4.2,1449,26.313,0,157.3,7.717,50554
15626,1767859503711,40030,2498,13850,4.2,1449,26.313,0,157.3,7.717,50554
15627,1767859503803,40153,2548,13850,4.2,1449,26.313,0,157.3,7.717,50554
15628,1767859503914,39930,2598,13850,4.2,1449,26.276,0,156.5,7.717,50554
15629,1767859504011,39363,2648,13850,4.2,1449,26.276,0,156.5,7.717,50554
15630,1767859504117,38779,2703,13850,4.2,1449,26.276,0,156.5,7.717,50554
15631,1767859504212,38548,2753,13850,4.2,1449,26.276,0,156.5,7.717,50554
15632,1767859504309,38526,2798,13850,4.2,1449,26.276,0,156.5,7.717,50554
15633,1767859504417,38917,2853,13850,4.2,1449,26.276,0,156.5,7.717,50554
15634,1767859504512,39346,2903,13850,4.2,1449,26.276,0,156.5,7.717,50554
15635,1767859504622,39486,2958,13850,4.2,1449,26.276,0,156.5,7.717,50554
15636,1767859504715,39296,2998,13850,4.2,1449,26.276,0,156.5,7.717,50554
15637,1767859504809,39231,3048,13850,4.2,1449,26.276,0,156.5,7.717,50554
15638,1767859504920,38929,3102,13850,4.183,1449,26.24,0,155.8,7.717,50554
15639,1767859505017,38651,3152,13850,4.183,1449,26.24,0,155.8,7.717,50554
15640,1767859505124,38594,3207,13850,4.183,1449,26.24,0,155.8,7.717,50554
15641,1767859505220,38696,3253,13850,4.183,1449,26.24,0,155.8,7.717,50554
15642,1767859505315,38878,3303,13850,4.183,1449,26.24,0,155.8,7.717,50554
15643,1767859505423,39079,3357,13850,4.183,1449,26.24,0,155.8,7.717,50554
15644,1767859505518,39145,3402,13850,4.183,1449,26.24,0,155.8,7.717,50554
15645,1767859505615,39284,3447,13850,4.183,1449,26.24,0,155.8,7.717,50554
15646,1767859505710,39100,3497,13850,4.183,1449,26.24,0,155.8,7.717,50554
15647,1767859505805,38794,3547,13850,4.183,1449,26.24,0,155.8,7.717,50554
15648,1767859505917,39210,3602,13850,4.2,1449,26.288,0,155.1,7.717,50554
15649,1767859506010,39407,3647,13850,4.2,1449,26.288,0,155.1,7.717,50554
15650,1767859506120,39381,3702,13850,4.2,1449,26.288,0,155.1,7.717,50554
15651,1767859506215,39095,3751,13850,4.2,1449,26.288,0,155.1,7.717,50554
15652,1767859506311,38830,3797,13850,4.2,1449,26.288,0,155.1,7.717,50554
15653,1767859506419,38920,3852,13850,4.2,1449,26.288,0,155.1,7.717,50554
15654,1767859506515,38763,3897,13850,4.2,1449,26.288,0,155.1,7.717,50554
15655,1767859506625,38648,3956,13850,4.2,1449,26.288,0,155.1,7.717,50554
15656,1767859506719,38624,4002,13850,4.2,1449,26.288,0,155.1,7.717,50554
15657,1767859506815,38748,4049,13850,4.2,1449,26.288,0,155.1,7.7,50554
15658,1767859506924,38874,4101,13850,4.192,1449,26.301,0,154.5,7.7,50554
15659,1767859507017,39108,4151,13850,4.192,1449,26.301,0,154.5,7.7,50554
15660,1767859507115,38933,4196,13850,4.192,1449,26.301,0,154.5,7.7,50554
15661,1767859507207,39498,4246,13850,4.192,1449,26.301,0,154.5,7.717,50554
15662,1767859507317,39215,4301,13850,4.192,1449,26.301,0,154.5,7.717,50554
15663,1767859507430,38852,4356,13850,4.192,1449,26.301,0,154.5,7.717,50554
15664,1767859507508,38934,4396,13850,4.192,1449,26.301,0,154.5,7.717,50554
15665,1767859507616,38996,4451,13850,4.192,1449,26.301,0,154.5,7.717,50554
15666,1767859507709,39046,4496,13850,4.192,1449,26.301,0,154.5,7.717,50554
15667,1767859507805,39141,4546,13850,4.192,1449,26.301,0,154.5,7.717,50554
15668,1767859507914,39232,4596,13850,4.2,1449,26.264,0,153.8,7.717,50554
15669,1767859508011,39265,4646,13850,4.2,1449,26.264,0,153.8,7.717,50554
15670,1767859508121,39306,4701,13850,4.2,1449,26.264,0,153.8,7.7,50554
15671,1767859508214,39125,4751,13850,4.2,1449,26.264,0,153.8,7.7,50554
15672,1767859508309,39151,4796,13850,4.2,1449,26.264,0,153.8,7.7,50554
15673,1767859508420,39166,4850,13850,4.2,1449,26.264,0,153.8,7.717,50554
15674,1767859508514,39350,4900,13850,4.2,1449,26.264,0,153.8,7.717,50554
15675,1767859508609,39268,4945,13850,4.2,1449,26.264,0,153.8,7.717,50554
15676,1767859508721,39335,4995,13850,4.2,1449,26.264,0,153.8,7.717,50554
15677,1767859508814,39397,5050,13850,4.2,1449,26.264,0,153.8,7.717,50554
15678,1767859508925,39203,5105,13850,4.192,1449,26.252,0,153.1,7.717,50554
15679,1767859509021,39165,5150,13850,4.192,1449,26.252,0,153.1,7.717,50554
15680,1767859509126,38950,5205,13850,4.192,1449,26.252,0,153.1,7.717,50554
15681,1767859509221,39028,5250,13850,4.192,1449,26.252,0,153.1,7.717,50554
15682,1767859509316,39019,5300,13850,4.192,1449,26.252,0,153.1,7.7,50554
15683,1767859509426,39017,5355,13850,4.192,1449,26.252,0,153.1,7.7,50554
15684,1767859509520,38981,5400,13850,4.192,1449,26.252,0,153.1,7.7,50554
15685,1767859509615,38955,5450,13850,4.192,1449,26.252,0,153.1,7.7,50554
15686,1767859509710,38907,5495,13850,4.192,1449,26.252,0,153.1,7.7,50554
15687,1767859509807,38773,5545,13850,4.192,1449,26.252,0,153.1,7.7,50554
15688,1767859509919,38772,5599,13850,4.192,1449,26.264,0,152.3,7.7,50554
15689,1767859510010,38940,5649,13850,4.192,1449,26.264,0,152.3,7.7,50554
15690,1767859510119,39277,5699,13850,4.192,1449,26.264,0,152.3,7.7,50554
15691,1767859510215,39449,5750,13850,4.192,1449,26.264,0,152.3,7.7,50554
15692,1767859510310,39044,5794,13850,4.192,1449,26.264,0,152.3,7.7,50554
15693,1767859510421,39461,5849,13850,4.192,1449,26.264,0,152.3,7.7,50554
15694,1767859510515,39050,5899,13850,4.192,1449,26.264,0,152.3,7.7,50554
15695,1767859510610,38862,5944,13850,4.192,1449,26.264,0,152.3,7.7,50554
15696,1767859510721,38838,6004,13850,4.192,1449,26.264,0,152.3,7.7,50554
15697,1767859510819,38953,6049,13850,4.192,1449,26.264,0,152.3,7.7,50554
15698,1767859510914,39302,6099,13850,4.192,1449,26.227,0,151.7,7.7,50554
15699,1767859511009,39480,6144,13850,4.192,1449,26.227,0,151.7,7.7,50554
15700,1767859511120,39485,6194,13850,4.192,1449,26.227,0,151.7,7.7,50554
15701,1767859511211,39442,6239,13850,4.192,1449,26.227,0,151.7,7.7,50554
15702,1767859511304,39532,6294,13850,4.192,1449,26.227,0,151.7,7.7,50554
15703,1767859511414,39328,6344,13850,4.192,1449,26.227,0,151.7,7.7,50554
15704,1767859511509,39050,6394,13850,4.192,1449,26.227,0,151.7,7.717,50554
15705,1767859511618,38761,6449,13850,4.192,1449,26.227,0,151.7,7.717,50554
15706,1767859511714,39080,6499,13850,4.192,1449,26.227,0,151.7,7.7,50554
15707,1767859511808,39262,6543,13850,4.192,1449,26.227,0,151.7,7.7,50554
15708,1767859511918,39381,6593,13850,4.2,1449,26.227,0,151.7,7.717,50554
15709,1767859512013,39452,6648,13850,4.2,1449,26.264,0,151,7.717,50554
15710,1767859512123,39712,6704,13850,4.2,1449,26.264,0,151,7.717,50554
15711,1767859512217,39618,6748,13850,4.2,1449,26.264,0,151,7.717,50554
15712,1767859512312,39183,6798,13850,4.2,1449,26.264,0,151,7.717,50554
15713,1767859512422,38736,6853,13850,4.2,1449,26.264,0,151,7.717,50554
15714,1767859512515,38653,6898,13850,4.2,1449,26.264,0,151,7.717,50554
15715,1767859512610,38778,6943,13850,4.2,1449,26.264,0,151,7.717,50554
15716,1767859512724,38837,7003,13850,4.2,1449,26.264,0,151,7.717,50554
15717,1767859512817,39090,7048,13850,4.2,1449,26.264,0,151,7.717,50554
15718,1767859512927,39530,7103,13850,4.192,1449,26.264,0,151,7.717,50554
15719,1767859513023,39531,7143,13850,4.192,1449,26.276,0,150.3,7.717,50554
15720,1767859513116,39254,7197,13850,4.192,1449,26.276,0,150.3,7.7,50554
15721,1767859513211,39190,7247,13850,4.192,1449,26.276,0,150.3,7.7,50554
15722,1767859513309,39015,7293,13850,4.192,1449,26.276,0,150.3,7.717,50554
15723,1767859513416,38783,7348,13850,4.192,1449,26.276,0,150.3,7.717,50554
15724,1767859513513,38794,7392,13850,4.192,1449,26.276,0,150.3,7.7,50554
15725,1767859513626,38744,7452,13850,4.192,1449,26.276,0,150.3,7.7,50554
15726,1767859513717,38967,7497,13850,4.192,1449,26.276,0,150.3,7.7,50554
15727,1767859513813,39298,7547,13850,4.192,1449,26.276,0,150.3,7.717,50554
15728,1767859513922,39224,7602,13850,4.192,1449,26.276,0,150.3,7.717,50554
15729,1767859514016,39067,7647,13850,4.192,1449,26.288,0,149.6,7.7,50554
15730,1767859514112,38922,7697,13850,4.192,1449,26.288,0,149.6,7.7,50554
15731,1767859514223,39159,7752,13850,4.192,1449,26.288,0,149.6,7.7,50554
15732,1767859514316,39196,7797,13850,4.192,1449,26.288,0,149.6,7.7,50554
15733,1767859514427,39074,7852,13850,4.192,1449,26.288,0,149.6,7.7,50554
15734,1767859514522,38933,7892,13850,4.192,1449,26.288,0,149.6,7.7,50554
15735,1767859514614,38919,7943,13850,4.192,1449,26.288,0,149.6,7.7,50554
15736,1767859514726,38821,8002,13850,4.192,1449,26.288,0,149.6,7.717,50554
15737,1767859514807,38927,8042,13850,4.192,1449,26.288,0,149.6,7.717,50554
15738,1767859514913,39173,8097,13850,4.192,1449,26.288,0,149.6,7.717,50554
15739,1767859515007,39303,8141,13850,4.192,1449,26.264,0,148.9,7.717,50554
15740,1767859515116,39464,8197,13850,4.192,1449,26.264,0,148.9,7.717,50554
15741,1767859515212,39392,8246,13850,4.192,1449,26.264,0,148.9,7.7,50554
15742,1767859515305,39223,8292,13850,4.192,1449,26.264,0,148.9,7.7,50554
15743,1767859515417,38992,8346,13850,4.192,1449,26.264,0,148.9,7.7,50554
15744,1767859515512,38778,8396,13850,4.192,1449,26.264,0,148.9,7.7,50554
15745,1767859515620,38835,8451,13850,4.192,1449,26.264,0,148.9,7.7,50554
15746,1767859515716,38965,8496,13850,4.192,1449,26.264,0,148.9,7.7,50554
15747,1767859515812,39091,8541,13850,4.192,1449,26.264,0,148.9,7.7,50554
15748,1767859515919,39101,8596,13850,4.192,1449,26.264,0,148.9,7.717,50554
15749,1767859516013,39135,8646,13850,4.2,1449,26.288,0,148.2,7.717,50554
15750,1767859516122,39519,8701,13850,4.2,1449,26.288,0,148.2,7.717,50554
15751,1767859516217,39574,8746,13850,4.2,1449,26.288,0,148.2,7.717,50554
15752,1767859516311,39540,8796,13850,4.2,1449,26.288,0,148.2,7.717,50554
15753,1767859516421,39316,8850,13850,4.2,1449,26.288,0,148.2,7.717,50554
15754,1767859516517,39072,8896,13850,4.2,1449,26.288,0,148.2,7.717,50554
15755,1767859516627,39001,8951,13850,4.2,1449,26.288,0,148.2,7.717,50554
15756,1767859516722,38890,8995,13850,4.2,1449,26.288,0,148.2,7.717,50554
15757,1767859516817,38572,9045,13850,4.2,1449,26.288,0,148.2,7.717,50554
15758,1767859516927,38618,9101,13850,4.2,1449,26.288,0,148.2,7.717,50554
15759,1767859517020,38849,9150,13850,4.192,1449,26.301,0,147.5,7.717,50554
15760,1767859517117,39072,9195,13850,4.192,1449,26.301,0,147.5,7.717,50554
15761,1767859517208,39383,9240,13850,4.192,1449,26.301,0,147.5,7.717,50554
15762,1767859517320,39407,9295,13850,4.192,1449,26.301,0,147.5,7.717,50554
15763,1767859517416,39168,9345,13850,4.192,1449,26.301,0,147.5,7.717,50554
15764,1767859517511,38922,9390,13850,4.192,1449,26.301,0,147.5,7.717,50554
15765,1767859517606,38717,9440,13850,4.192,1449,26.301,0,147.5,7.717,50554
15766,1767859517717,38543,9495,13850,4.192,1449,26.301,0,147.5,7.717,50554
15767,1767859517811,38766,9545,13850,4.192,1449,26.301,0,147.5,7.717,50554
15768,1767859517921,38809,9600,13850,4.192,1449,26.301,0,147.5,7.717,50554
15769,1767859518016,39113,9645,13850,4.2,1449,26.24,0,146.8,7.717,50554
15770,1767859518125,39433,9700,13850,4.2,1449,26.24,0,146.8,7.717,50554
15771,1767859518220,39686,9750,13850,4.2,1449,26.24,0,146.8,7.717,50554
