seq,ts,AD,position,posLength,velocity,width,filmVelocity,isRotationCW,angleOfRotation,aRoundTimeOfRotation,sampleAD
0,1767857941115,50655,11720,13850,-0.336,1450,26.252,0,-57.6,7.683,50642
1,1767857941216,50580,11665,13850,-4.192,1450,26.252,0,-58.4,7.717,50642
2,1767857941310,46961,11615,13850,-4.192,1450,26.252,0,-58.4,7.717,50642
3,1767857941420,42818,11566,13850,-4.192,1450,26.252,0,-58.4,7.683,50642
4,1767857941514,39181,11518,13850,-4.192,1450,26.252,0,-58.4,7.683,50642
5,1767857941611,38962,11471,13850,-4.192,1450,26.252,0,-58.4,7.683,50642
6,1767857941723,38942,11415,13850,-4.192,1450,26.252,0,-58.4,7.717,50642
7,1767857941819,38791,11371,13850,-4.192,1450,26.252,0,-58.4,7.717,50642
8,1767857941913,38906,11316,13850,-4.192,1450,26.252,0,-58.4,7.683,50642
9,1767857942009,39078,11271,13850,-4.192,1450,26.252,0,-58.4,7.683,50642
10,1767857942105,39443,11221,13850,-4.192,1450,26.252,0,-58.4,7.717,50642
11,1767857942215,39402,11166,13850,-4.192,1450,26.252,0,-58.4,7.717,50642
12,1767857942312,39325,11116,13850,-4.192,1450,26.276,0,-59,7.717,50642
13,1767857942422,39004,11066,13850,-4.192,1450,26.276,0,-59,7.717,50642
14,1767857942516,38865,11016,13850,-4.192,1450,26.276,0,-59,7.717,50642
15,1767857942613,38776,10966,13850,-4.192,1450,26.276,0,-59,7.717,50642
16,1767857942725,38978,10911,13850,-4.192,1450,26.276,0,-59,7.717,50642
17,1767857942804,39086,10871,13850,-4.192,1450,26.276,0,-59,7.717,50642
18,1767857942916,39360,10816,13850,-4.192,1450,26.276,0,-59,7.717,50642
19,1767857943011,39469,10766,13850,-4.192,1450,26.276,0,-59,7.717,50642
20,1767857943106,39538,10721,13850,-4.192,1450,26.276,0,-59,7.717,50642
21,1767857943218,39420,10666,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
22,1767857943313,39332,10622,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
23,1767857943425,39308,10562,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
24,1767857943517,39081,10517,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
25,1767857943613,39070,10467,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
26,1767857943723,38991,10411,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
27,1767857943820,39088,10372,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
28,1767857943911,39219,10322,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
29,1767857944025,39285,10262,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
30,1767857944120,39267,10217,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
31,1767857944214,39195,10167,13850,-4.192,1450,26.264,0,-59.7,7.717,50642
32,1767857944310,39191,10122,13850,-4.2,1450,26.252,0,-60.4,7.717,50642
33,1767857944420,39232,10067,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
34,1767857944513,38993,10017,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
35,1767857944624,38641,9967,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
36,1767857944720,38658,9917,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
37,1767857944816,38775,9867,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
38,1767857944926,39191,9818,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
39,1767857945023,39277,9774,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
40,1767857945120,39404,9718,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
41,1767857945215,39343,9668,13850,-4.2,1450,26.252,0,-60.4,7.683,50642
42,1767857945310,39229,9618,13850,-4.192,1450,26.24,0,-61.2,7.683,50642
43,1767857945422,39075,9563,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
44,1767857945516,38776,9517,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
45,1767857945612,38499,9468,13850,-4.192,1450,26.24,0,-61.2,7.683,50642
46,1767857945724,39029,9418,13850,-4.192,1450,26.24,0,-61.2,7.683,50642
47,1767857945817,38971,9369,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
48,1767857945929,39518,9308,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
49,1767857946008,39647,9273,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
50,1767857946103,39684,9228,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
51,1767857946215,39428,9168,13850,-4.192,1450,26.24,0,-61.2,7.717,50642
52,1767857946310,39263,9123,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
53,1767857946421,38852,9063,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
54,1767857946517,38827,9019,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
55,1767857946627,39016,8963,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
56,1767857946719,39085,8914,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
57,1767857946815,39114,8868,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
58,1767857946926,38791,8814,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
59,1767857947018,38886,8774,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
60,1767857947128,39049,8714,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
61,1767857947224,38866,8664,13850,-4.2,1450,26.276,0,-61.9,7.717,50642
62,1767857947318,39032,8619,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
63,1767857947428,39055,8559,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
64,1767857947508,39297,8524,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
65,1767857947617,39410,8469,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
66,1767857947716,39493,8419,13850,-4.2,1450,26.264,0,-62.5,7.683,50642
67,1767857947808,39454,8369,13850,-4.2,1450,26.264,0,-62.5,7.683,50642
68,1767857947919,39243,8319,13850,-4.2,1450,26.264,0,-62.5,7.683,50642
69,1767857948015,38946,8269,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
70,1767857948122,38693,8219,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
71,1767857948215,38759,8169,13850,-4.2,1450,26.264,0,-62.5,7.717,50642
72,1767857948312,39166,8119,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
73,1767857948421,39396,8065,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
74,1767857948516,39497,8020,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
75,1767857948613,39558,7970,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
76,1767857948721,39426,7914,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
77,1767857948816,39233,7870,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
78,1767857948929,38853,7820,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
79,1767857949003,38755,7775,13850,-4.183,1450,26.301,0,-63.2,7.717,50642
80,1767857949128,39038,7715,13850,-4.183,1450,26.301,0,-63.2,7.683,50642
81,1767857949224,39131,7665,13850,-4.183,1450,26.301,0,-63.2,7.683,50642
82,1767857949318,39268,7620,13850,-4.2,1450,26.24,0,-63.9,7.683,50642
83,1767857949428,39128,7560,13850,-4.2,1450,26.24,0,-63.9,7.683,50642
84,1767857949507,39030,7525,13850,-4.2,1450,26.24,0,-63.9,7.683,50642
85,1767857949604,39091,7475,13850,-4.2,1450,26.24,0,-63.9,7.683,50642
86,1767857949711,39017,7420,13850,-4.2,1450,26.24,0,-63.9,7.717,50642
87,1767857949808,39234,7376,13850,-4.2,1450,26.24,0,-63.9,7.717,50642
88,1767857949918,39642,7320,13850,-4.2,1450,26.24,0,-63.9,7.717,50642
89,1767857950011,39692,7275,13850,-4.2,1450,26.24,0,-63.9,7.717,50642
90,1767857950121,39486,7221,13850,-4.2,1450,26.24,0,-63.9,7.717,50642
91,1767857950217,39349,7171,13850,-4.2,1450,26.24,0,-63.9,7.717,50642
92,1767857950310,39234,7121,13850,-4.192,1450,26.24,0,-63.9,7.717,50642
93,1767857950421,39278,7066,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
94,1767857950512,39135,7021,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
95,1767857950608,39156,6976,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
96,1767857950720,39369,6916,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
97,1767857950816,39694,6871,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
98,1767857950923,39576,6816,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
99,1767857951020,39446,6771,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
100,1767857951129,38836,6711,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
101,1767857951223,38753,6671,13850,-4.192,1450,26.24,0,-64.6,7.717,50642
102,1767857951319,38518,6616,13850,-4.2,1450,26.24,0,-64.6,7.717,50642
103,1767857951414,38796,6571,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
104,1767857951508,39040,6522,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
105,1767857951616,38840,6472,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
106,1767857951711,38953,6422,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
107,1767857951809,39179,6377,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
108,1767857951917,39334,6317,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
109,1767857952013,39191,6272,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
110,1767857952122,39253,6217,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
111,1767857952218,39493,6167,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
112,1767857952312,39417,6122,13850,-4.2,1450,26.264,0,-65.3,7.717,50642
113,1767857952423,39331,6072,13850,-4.192,1450,26.264,0,-66,7.717,50642
114,1767857952518,39070,6017,13850,-4.192,1450,26.264,0,-66,7.717,50642
115,1767857952616,39051,5972,13850,-4.192,1450,26.264,0,-66,7.717,50642
116,1767857952710,38908,5932,13850,-4.192,1450,26.264,0,-66,7.717,50642
117,1767857952803,38658,5877,13850,-4.192,1450,26.264,0,-66,7.717,50642
118,1767857952913,38654,5831,13850,-4.192,1450,26.264,0,-66,7.717,50642
119,1767857953009,38987,5778,13850,-4.192,1450,26.264,0,-66,7.717,50642
120,1767857953119,39051,5722,13850,-4.192,1450,26.264,0,-66,7.717,50642
121,1767857953213,39104,5672,13850,-4.192,1450,26.264,0,-66,7.683,50642
122,1767857953308,39304,5627,13850,-4.192,1450,26.264,0,-66,7.683,50642
123,1767857953414,39453,5573,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
124,1767857953509,39400,5523,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
125,1767857953606,39486,5478,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
126,1767857953717,39128,5427,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
127,1767857953811,39038,5373,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
128,1767857953921,39003,5318,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
129,1767857954018,39122,5273,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
130,1767857954126,39361,5218,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
131,1767857954222,39448,5168,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
132,1767857954330,39389,5115,13850,-4.2,1450,26.264,0,-66.7,7.717,50642
133,1767857954426,39372,5068,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
134,1767857954519,39386,5023,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
135,1767857954629,38994,4968,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
136,1767857954724,38805,4918,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
137,1767857954820,38940,4868,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
138,1767857954913,39195,4823,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
139,1767857955008,39413,4778,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
140,1767857955107,39468,4729,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
141,1767857955212,39555,4673,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
142,1767857955309,39364,4629,13850,-4.192,1450,26.227,0,-67.4,7.717,50642
143,1767857955432,39360,4569,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
144,1767857955513,39331,4524,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
145,1767857955608,38981,4474,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
146,1767857955721,38721,4419,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
147,1767857955827,38678,4369,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
148,1767857955920,38748,4319,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
149,1767857956015,38848,4274,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
150,1767857956111,38907,4229,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
151,1767857956220,39186,4169,13850,-4.183,1450,26.264,0,-68.1,7.717,50642
152,1767857956316,39354,4124,13850,-4.183,1450,26.264,0,-68.1,7.683,50642
153,1767857956427,39447,4069,13850,-4.2,1450,26.252,0,-68.8,7.683,50642
154,1767857956520,39365,4030,13850,-4.2,1450,26.252,0,-68.8,7.683,50642
155,1767857956616,39137,3974,13850,-4.2,1450,26.252,0,-68.8,7.683,50642
156,1767857956712,38933,3924,13850,-4.2,1450,26.252,0,-68.8,7.683,50642
157,1767857956807,38737,3879,13850,-4.2,1450,26.252,0,-68.8,7.717,50642
158,1767857956920,38792,3825,13850,-4.2,1450,26.252,0,-68.8,7.717,50642
159,1767857957012,38795,3779,13850,-4.2,1450,26.252,0,-68.8,7.717,50642
160,1767857957109,38930,3725,13850,-4.2,1450,26.252,0,-68.8,7.717,50642
161,1767857957220,39230,3670,13850,-4.2,1450,26.252,0,-68.8,7.717,50642
162,1767857957314,39639,3625,13850,-4.2,1450,26.252,0,-68.8,7.717,50642
163,1767857957424,39662,3570,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
164,1767857957520,39396,3520,13850,-4.192,1450,26.288,0,-69.5,7.683,50642
165,1767857957628,38894,3470,13850,-4.192,1450,26.288,0,-69.5,7.683,50642
166,1767857957722,38605,3425,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
167,1767857957816,38260,3375,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
168,1767857957926,38412,3322,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
169,1767857958019,38713,3275,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
170,1767857958116,39182,3225,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
171,1767857958210,39332,3176,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
172,1767857958304,39356,3130,13850,-4.192,1450,26.288,0,-69.5,7.717,50642
173,1767857958413,39336,3076,13850,-4.2,1450,26.227,0,-70.2,7.717,50642
174,1767857958505,39149,3030,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
175,1767857958631,38815,2966,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
176,1767857958705,38760,2931,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
177,1767857958815,38924,2875,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
178,1767857958929,39263,2816,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
179,1767857959006,39662,2781,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
180,1767857959114,39849,2726,13850,-4.2,1450,26.227,0,-70.2,7.683,50642
181,1767857959224,39869,2671,13850,-4.2,1450,26.227,0,-70.2,7.717,50642
182,1767857959320,39594,2626,13850,-4.2,1450,26.227,0,-70.2,7.717,50642
183,1767857959414,39121,2576,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
184,1767857959509,38601,2526,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
185,1767857959605,38570,2481,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
186,1767857959714,38815,2426,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
187,1767857959808,38939,2376,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
188,1767857959922,39252,2321,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
189,1767857960013,39398,2277,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
190,1767857960123,39343,2221,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
191,1767857960218,39039,2171,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
192,1767857960326,38578,2121,13850,-4.192,1450,26.264,0,-70.9,7.717,50642
193,1767857960419,38562,2072,13850,-4.192,1450,26.276,0,-71.6,7.717,50642
194,1767857960513,38786,2027,13850,-4.192,1450,26.276,0,-71.6,7.717,50642
195,1767857960609,39007,1976,13850,-4.192,1450,26.276,0,-71.6,7.683,50642
196,1767857960718,39326,1922,13850,-4.192,1450,26.276,0,-71.6,7.683,50642
197,1767857960814,39503,1877,13850,-4.192,1450,26.276,0,-71.6,7.683,50642
198,1767857960925,39456,1827,13850,-4.192,1450,26.276,0,-71.6,7.683,50642
199,1767857961019,39192,1772,13850,-4.192,1450,26.276,0,-71.6,7.683,50642
200,1767857961129,38845,1722,13850,-4.192,1450,26.276,0,-71.6,7.683,50642
201,1767857961225,38617,1677,13850,-4.192,1450,26.276,0,-71.6,7.717,50642
202,1767857961317,38478,1627,13850,-4.192,1450,26.276,0,-71.6,7.717,50642
203,1767857961427,38744,1577,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
204,1767857961523,39013,1522,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
205,1767857961615,39176,1478,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
206,1767857961710,39205,1432,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
207,1767857961803,39265,1383,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
208,1767857961913,39092,1327,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
209,1767857962008,39702,1277,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
210,1767857962117,44358,1223,13850,-4.2,1450,26.252,0,-72.3,7.717,50642
211,1767857962212,48039,1178,13850,-4.2,1450,26.252,0,-72.3,7.683,50642
212,1767857962306,50511,1133,13850,-4.2,1450,26.252,0,-72.3,7.683,50642
213,1767857962414,50610,1078,13850,-4.192,1450,26.276,0,-73,7.717,50642
214,1767857962511,50684,1028,13850,-4.192,1450,26.276,0,-73,7.717,50642
215,1767857962621,50625,973,13850,-4.192,1450,26.276,0,-73,7.717,50642
216,1767857962717,50671,928,13850,-4.192,1450,26.276,0,-73,7.717,50642
217,1767857962812,50653,878,13850,-4.192,1450,26.276,0,-73,7.717,50642
218,1767857962920,50682,823,13850,-4.192,1450,26.276,0,-73,7.717,50642
219,1767857963017,50681,773,13850,-4.192,1450,26.276,0,-73,7.717,50642
220,1767857963113,50711,728,13850,-4.192,1450,26.276,0,-73,7.717,50642
221,1767857963221,50708,673,13850,-4.192,1450,26.276,0,-73,7.717,50642
222,1767857963318,50705,628,13850,-4.192,1450,26.276,0,-73,7.717,50642
223,1767857963427,50693,578,13850,-4.192,1450,26.276,0,-73,7.683,50642
224,1767857963523,50700,524,13850,-4.2,1450,26.288,0,-73.7,7.683,50642
225,1767857963604,50677,489,13850,-4.2,1450,26.288,0,-73.7,7.683,50642
226,1767857963712,50647,450,13850,-4.2,1450,26.288,0,-73.7,7.683,50642
227,1767857963819,50694,423,13850,-4.2,1450,26.288,0,-73.7,7.683,50642
228,1767857963915,50692,405,13850,-4.2,1450,26.288,0,-73.7,7.717,50642
229,1767857964008,50692,397,13850,-4.2,1450,26.288,0,-73.7,7.717,50642
230,1767857964103,50692,397,13850,-4.2,1450,26.288,0,-73.7,7.717,50642
231,1767857964213,50692,397,13850,-4.2,1450,26.288,0,-73.7,7.717,50642
232,1767857964306,50692,397,13850,-4.2,1450,26.288,0,-73.7,7.717,50642
233,1767857964418,50692,397,13850,-4.2,1450,26.288,0,-73.7,7.717,50642
234,1767857964516,50692,397,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
235,1767857964626,50692,397,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
236,1767857964720,50692,397,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
237,1767857964817,50692,397,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
238,1767857964928,50605,397,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
239,1767857965007,50605,404,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
240,1767857965116,50644,428,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
241,1767857965215,50604,459,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
242,1767857965308,50661,497,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
243,1767857965419,50672,551,13850,-4.2,1450,26.301,0,-74.4,7.717,50642
244,1767857965513,50617,601,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
245,1767857965607,50651,646,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
246,1767857965718,50646,696,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
247,1767857965812,50632,746,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
248,1767857965925,50617,801,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
249,1767857966025,50658,846,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
250,1767857966114,50592,896,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
251,1767857966226,50611,956,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
252,1767857966308,50619,996,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
253,1767857966419,50610,1051,13850,-0.067,1450,26.264,0,-75.1,7.717,50642
254,1767857966518,50656,1095,13850,4.2,1450,26.24,0,-75.8,7.717,50642
255,1767857966624,50661,1155,13850,4.2,1450,26.24,0,-75.8,7.717,50642
256,1767857966716,50600,1200,13850,4.2,1450,26.24,0,-75.8,7.717,50642
257,1767857966816,48829,1250,13850,4.2,1450,26.24,0,-75.8,7.717,50642
258,1767857966925,44086,1306,13850,4.2,1450,26.24,0,-75.8,7.717,50642
259,1767857967030,40979,1355,13850,4.2,1450,26.24,0,-75.8,7.717,50642
260,1767857967126,39451,1400,13850,4.2,1450,26.24,0,-75.8,7.717,50642
261,1767857967225,38936,1455,13850,4.2,1450,26.24,0,-75.8,7.717,50642
262,1767857967314,38829,1495,13850,4.2,1450,26.24,0,-75.8,7.717,50642
263,1767857967425,38810,1555,13850,4.2,1450,26.24,0,-75.8,7.717,50642
264,1767857967517,38820,1600,13850,4.192,1450,26.264,0,-76.5,7.717,50642
265,1767857967628,39079,1655,13850,4.192,1450,26.264,0,-76.5,7.717,50642
266,1767857967720,39127,1705,13850,4.192,1450,26.264,0,-76.5,7.717,50642
267,1767857967816,39187,1750,13850,4.192,1450,26.264,0,-76.5,7.717,50642
268,1767857967928,39038,1805,13850,4.192,1450,26.264,0,-76.5,7.717,50642
269,1767857968004,38747,1840,13850,4.192,1450,26.264,0,-76.5,7.717,50642
270,1767857968115,38971,1895,13850,4.192,1450,26.264,0,-76.5,7.717,50642
271,1767857968212,39197,1950,13850,4.192,1450,26.264,0,-76.5,7.717,50642
272,1767857968305,39043,1995,13850,4.192,1450,26.264,0,-76.5,7.717,50642
273,1767857968416,38860,2049,13850,4.192,1450,26.264,0,-76.5,7.717,50642
274,1767857968511,38970,2099,13850,4.2,1450,26.264,0,-77.2,7.717,50642
275,1767857968620,38911,2154,13850,4.2,1450,26.264,0,-77.2,7.717,50642
276,1767857968716,38968,2200,13850,4.2,1450,26.264,0,-77.2,7.717,50642
277,1767857968812,39024,2244,13850,4.2,1450,26.264,0,-77.2,7.717,50642
278,1767857968918,39096,2299,13850,4.2,1450,26.264,0,-77.2,7.717,50642
279,1767857969014,38987,2349,13850,4.2,1450,26.264,0,-77.2,7.717,50642
280,1767857969111,38875,2394,13850,4.2,1450,26.264,0,-77.2,7.717,50642
281,1767857969219,38510,2454,13850,4.2,1450,26.264,0,-77.2,7.717,50642
282,1767857969315,38339,2499,13850,4.2,1450,26.264,0,-77.2,7.717,50642
283,1767857969428,38496,2554,13850,4.2,1450,26.264,0,-77.2,7.717,50642
284,1767857969507,38645,2589,13850,4.192,1450,26.24,0,-77.9,7.717,50642
285,1767857969615,39312,2649,13850,4.192,1450,26.24,0,-77.9,7.717,50642
286,1767857969710,39522,2688,13850,4.192,1450,26.24,0,-77.9,7.717,50642
287,1767857969804,39433,2744,13850,4.192,1450,26.24,0,-77.9,7.717,50642
288,1767857969914,39422,2798,13850,4.192,1450,26.24,0,-77.9,7.717,50642
289,1767857970006,39411,2843,13850,4.192,1450,26.24,0,-77.9,7.717,50642
290,1767857970102,39024,2894,13850,4.192,1450,26.24,0,-77.9,7.717,50642
291,1767857970213,38554,2944,13850,4.192,1450,26.24,0,-77.9,7.717,50642
292,1767857970311,38459,2994,13850,4.192,1450,26.24,0,-77.9,7.717,50642
293,1767857970418,38333,3048,13850,4.192,1450,26.24,0,-77.9,7.717,50642
294,1767857970513,38667,3093,13850,4.192,1450,26.252,0,-78.6,7.717,50642
295,1767857970609,39412,3143,13850,4.192,1450,26.252,0,-78.6,7.717,50642
296,1767857970718,39765,3198,13850,4.192,1450,26.252,0,-78.6,7.717,50642
297,1767857970812,39533,3248,13850,4.192,1450,26.252,0,-78.6,7.717,50642
298,1767857970924,39068,3298,13850,4.192,1450,26.252,0,-78.6,7.717,50642
299,1767857971018,39240,3348,13850,4.192,1450,26.252,0,-78.6,7.717,50642
300,1767857971127,39361,3403,13850,4.192,1450,26.252,0,-78.6,7.717,50642
301,1767857971226,39362,3453,13850,4.192,1450,26.252,0,-78.6,7.683,50642
302,1767857971317,39277,3493,13850,4.192,1450,26.252,0,-78.6,7.683,50642
303,1767857971427,39187,3553,13850,4.192,1450,26.252,0,-78.6,7.717,50642
304,1767857971524,39226,3603,13850,4.2,1450,26.264,0,-79.3,7.717,50642
305,1767857971617,39203,3647,13850,4.2,1450,26.264,0,-79.3,7.717,50642
306,1767857971713,39146,3697,13850,4.2,1450,26.264,0,-79.3,7.717,50642
307,1767857971806,39139,3742,13850,4.2,1450,26.264,0,-79.3,7.717,50642
308,1767857971916,38938,3798,13850,4.2,1450,26.264,0,-79.3,7.717,50642
309,1767857972012,39020,3847,13850,4.2,1450,26.264,0,-79.3,7.717,50642
310,1767857972121,39172,3898,13850,4.2,1450,26.264,0,-79.3,7.683,50642
311,1767857972216,39271,3947,13850,4.2,1450,26.264,0,-79.3,7.717,50642
312,1767857972310,39256,3997,13850,4.2,1450,26.264,0,-79.3,7.717,50642
313,1767857972419,39225,4052,13850,4.2,1450,26.264,0,-79.3,7.717,50642
314,1767857972520,38978,4097,13850,4.192,1450,26.276,0,-80,7.717,50642
315,1767857972626,38973,4152,13850,4.192,1450,26.276,0,-80,7.717,50642
316,1767857972719,38808,4197,13850,4.192,1450,26.276,0,-80,7.717,50642
317,1767857972814,38813,4247,13850,4.192,1450,26.276,0,-80,7.717,50642
318,1767857972924,38937,4302,13850,4.192,1450,26.276,0,-80,7.717,50642
319,1767857973018,39106,4352,13850,4.192,1450,26.276,0,-80,7.717,50642
320,1767857973115,38960,4397,13850,4.192,1450,26.276,0,-80,7.717,50642
321,1767857973205,38928,4442,13850,4.192,1450,26.276,0,-80,7.717,50642
322,1767857973314,38962,4497,13850,4.192,1450,26.276,0,-80,7.683,50642
323,1767857973423,39047,4551,13850,4.192,1450,26.276,0,-80,7.683,50642
324,1767857973518,39238,4597,13850,4.192,1450,26.276,0,-80.7,7.683,50642
325,1767857973626,39279,4651,13850,4.192,1450,26.276,0,-80.7,7.717,50642
326,1767857973723,39399,4702,13850,4.192,1450,26.276,0,-80.7,7.717,50642
327,1767857973816,39400,4746,13850,4.192,1450,26.276,0,-80.7,7.717,50642
