timestamp,alphaDeg,measured,predicted,symmetric,error
1779424221962,82.118,7952.000,7955.901,7959.601,3.901
1779424221982,81.992,7986.000,7956.903,7957.104,-29.097
1779424222002,81.887,8020.000,7957.737,7957.104,-62.263
1779424222022,81.760,8054.000,7958.739,7957.104,-95.261
1779424222042,81.634,8054.000,7959.741,7957.104,-94.259
1779424222062,81.540,8054.000,7960.491,7957.104,-93.509
1779424222082,81.414,8054.000,7961.493,7957.104,-92.507
1779424222102,81.309,8054.000,7962.327,7957.104,-91.673
1779424222122,81.182,8088.000,7963.329,7957.104,-124.671
1779424222142,81.056,8088.000,7964.331,7957.104,-123.669
1779424222162,80.951,8054.000,7965.165,8013.884,-88.835
1779424222182,80.836,8088.000,7966.083,8013.884,-121.917
1779424222202,80.720,8088.000,7967.001,8013.884,-120.999
1779424222222,80.604,8054.000,7967.919,8013.884,-86.081
1779424222242,80.478,8054.000,7968.921,8013.884,-85.079
1779424222262,80.363,8054.000,7969.839,8013.884,-84.161
1779424222268,84.688,7986.000,7970.442,7973.091,-15.558
1779424222282,80.268,8054.000,7970.589,8013.884,-83.411
1779424222288,84.582,7986.000,7969.598,7973.091,-16.402
1779424222302,80.142,8054.000,7971.591,8013.884,-82.409
1779424222308,84.456,8020.000,7968.584,7973.091,-51.416
1779424222322,80.016,8054.000,7972.593,8013.884,-81.407
1779424222328,84.362,8020.000,7967.825,7973.091,-52.175
1779424222342,79.911,8054.000,7973.427,8027.182,-80.573
1779424222348,84.236,8020.000,7966.811,7973.091,-53.189
1779424222368,84.131,8020.000,7965.967,7973.091,-54.033
1779424222388,84.004,8020.000,7964.954,7973.091,-55.046
1779424222408,83.878,8020.000,7963.940,7944.225,-56.060
1779424222428,83.784,8020.000,7963.181,7944.225,-56.819
1779424222448,83.658,8020.000,7962.167,7944.225,-57.833
1779424222468,83.553,8020.000,7961.323,7944.225,-58.677
1779424222488,83.426,8020.000,7960.309,7944.225,-59.691
1779424222508,83.311,8020.000,7959.381,7944.225,-60.619
1779424222528,83.206,8020.000,7958.536,7944.225,-61.464
1779424222548,83.080,8020.000,7957.523,7944.225,-62.477
1779424222568,82.953,8020.000,7956.509,7959.601,-63.491
1779424222588,82.859,8020.000,7955.750,7959.601,-64.250
1779424222608,82.733,7986.000,7954.736,7959.601,-31.264
1779424222628,82.628,7952.000,7953.892,7959.601,1.892
1779424222648,82.501,7952.000,7952.879,7959.601,0.879
1779424222666,86.599,7952.000,7985.797,7985.170,33.797
1779424222668,82.396,7952.000,7953.690,7959.601,1.690
1779424222686,86.494,7952.000,7984.953,7985.170,32.953
1779424222688,82.281,7918.000,7954.608,7959.601,36.608
1779424222706,86.367,7952.000,7983.939,7985.170,31.939
1779424222708,82.155,7918.000,7955.609,7959.601,37.609
1779424222726,86.262,7952.000,7983.095,7985.170,31.095
1779424222728,82.028,7918.000,7956.611,7959.601,38.611
1779424222746,86.147,7952.000,7982.166,7985.170,30.166
1779424222748,81.923,7918.000,7957.445,7957.104,39.445
1779424222766,86.042,7952.000,7981.322,7985.170,29.322
1779424222786,85.916,7918.000,7980.308,7970.917,62.308
1779424222806,85.810,7918.000,7979.464,7970.917,61.464
1779424222826,85.684,7918.000,7978.451,7970.917,60.451
1779424222846,85.558,7952.000,7977.437,7970.917,25.437
1779424222866,85.443,7918.000,7976.508,7970.917,58.508
1779424222886,85.348,7952.000,7975.749,7970.917,23.749
1779424222906,85.222,7952.000,7974.735,7970.917,22.735
1779424222926,85.096,7918.000,7973.722,7970.917,55.722
1779424222946,84.991,7952.000,7972.878,7973.091,20.878
1779424222966,84.864,7952.000,7971.864,7973.091,19.864
1779424222986,84.770,7952.000,7971.105,7973.091,19.105
1779424223006,84.644,7986.000,7970.091,7973.091,-15.909
1779424223026,84.539,7986.000,7969.247,7973.091,-16.753
1779424223046,84.413,7986.000,7968.233,7973.091,-17.767
1779424223066,84.286,7986.000,7967.220,7973.091,-18.780
1779424223075,88.515,7986.000,8001.192,7974.915,15.192
1779424223086,84.181,7986.000,7966.376,7973.091,-19.624
1779424223095,88.410,7986.000,8000.348,7974.915,14.348
1779424223106,84.055,8020.000,7965.362,7973.091,-54.638
1779424223115,88.284,7986.000,7999.334,7974.915,13.334
1779424223126,83.961,8020.000,7964.603,7944.225,-55.397
1779424223135,88.157,8020.000,7998.320,7974.915,-21.680
1779424223146,83.835,8020.000,7963.589,7944.225,-56.411
1779424223155,88.063,8020.000,7997.561,7974.915,-22.439
1779424223175,87.926,8020.000,7996.463,7959.925,-23.537
1779424223195,87.832,8020.000,7995.703,7959.925,-24.297
1779424223215,87.706,8020.000,7994.690,7959.925,-25.310
1779424223235,87.579,7986.000,7993.676,7959.925,7.676
1779424223255,87.485,7986.000,7992.917,7959.925,6.917
1779424223275,87.359,7986.000,7991.903,7959.925,5.903
1779424223295,87.233,7986.000,7990.890,7959.925,4.890
1779424223315,87.138,7986.000,7990.130,7959.925,4.130
1779424223335,87.012,7986.000,7989.117,7959.925,3.117
1779424223355,86.907,7986.000,7988.273,7985.170,2.273
1779424223375,86.781,7986.000,7987.259,7985.170,1.259
1779424223395,86.654,7986.000,7986.245,7985.170,0.245
1779424223415,86.560,7986.000,7985.486,7985.170,-0.514
1779424223435,86.434,7952.000,7984.472,7985.170,32.472
1779424223455,86.308,7952.000,7983.459,7985.170,31.459
1779424223475,86.192,7952.000,7982.530,7985.170,30.530
1779424223480,90.401,7986.000,8014.271,8058.240,28.271
1779424223495,86.087,7952.000,7981.686,7985.170,29.686
1779424223500,90.307,7986.000,8014.001,8058.240,28.001
1779424223515,85.961,7952.000,7980.672,7970.917,28.672
1779424223520,90.181,7986.000,8013.640,8058.240,27.640
1779424223535,85.856,7952.000,7979.828,7970.917,27.828
1779424223540,90.086,7986.000,8013.370,8058.240,27.370
1779424223555,85.740,7952.000,7978.899,7970.917,26.899
1779424223560,89.960,7986.000,8012.803,8019.332,26.803
1779424223580,89.834,7952.000,8011.789,8019.332,59.789
1779424223600,89.739,7952.000,8011.030,8019.332,59.030
1779424223620,89.613,7918.000,8010.016,8019.332,92.016
1779424223640,89.508,7884.000,8009.172,8019.332,125.172
1779424223660,89.382,7884.000,8008.158,8019.332,124.158
1779424223680,89.277,7884.000,8007.314,8019.332,123.314
1779424223700,89.151,7884.000,8006.301,8019.332,122.301
1779424223720,89.025,7884.000,8005.287,8019.332,121.287
1779424223740,88.930,7884.000,8004.528,7974.915,120.528
1779424223760,88.804,7918.000,8003.514,7974.915,85.514
1779424223780,88.678,7952.000,8002.501,7974.915,50.501
1779424223800,88.583,7952.000,8001.741,7974.915,49.741
1779424223820,88.457,7952.000,8000.728,7974.915,48.728
1779424223840,88.352,7952.000,7999.884,7974.915,47.884
1779424223860,88.226,7986.000,7998.870,7974.915,12.870
1779424223880,88.110,7986.000,7997.941,7974.915,11.941
1779424223890,92.444,7952.000,8020.107,8040.407,68.107
1779424223900,88.005,7986.000,7997.097,7974.915,11.097
1779424223910,92.307,7952.000,8019.716,8040.407,67.716
1779424223920,87.879,7986.000,7996.083,7959.925,10.083
1779424223930,92.212,7952.000,8019.446,8040.407,67.446
1779424223940,87.753,8020.000,7995.070,7959.925,-24.930
1779424223950,92.086,7952.000,8019.085,8040.407,67.085
1779424223960,87.658,8020.000,7994.310,7959.925,-25.690
1779424223970,91.960,7952.000,8018.725,8004.727,66.725
1779424223990,91.866,7952.000,8018.455,8004.727,66.455
1779424224010,91.739,7952.000,8018.094,8004.727,66.094
1779424224030,91.634,7918.000,8017.794,8004.727,99.794
1779424224050,91.508,7952.000,8017.434,8004.727,65.434
1779424224070,91.382,7918.000,8017.073,8004.727,99.073
1779424224090,91.288,7918.000,8016.803,8004.727,98.803
1779424224110,91.161,7952.000,8016.443,8004.727,64.443
1779424224130,91.035,7952.000,8016.082,8004.727,64.082
1779424224150,90.941,7952.000,8015.812,8058.240,63.812
1779424224170,90.815,7952.000,8015.452,8058.240,63.452
1779424224190,90.710,7952.000,8015.151,8058.240,63.151
1779424224210,90.583,7952.000,8014.791,8058.240,62.791
1779424224230,90.457,7952.000,8014.430,8058.240,62.430
1779424224250,90.352,7952.000,8014.130,8058.240,62.130
1779424224270,90.226,7986.000,8013.770,8058.240,27.770
1779424224290,90.110,7986.000,8013.439,8058.240,27.439
1779424224298,94.329,7781.000,8025.493,8001.901,244.493
1779424224310,89.984,7986.000,8012.997,8019.332,26.997
1779424224318,94.224,7815.000,8025.193,8001.901,210.193
1779424224330,89.890,7986.000,8012.238,8019.332,26.238
1779424224338,94.097,7815.000,8024.832,8001.901,209.832
1779424224350,89.764,7986.000,8011.224,8019.332,25.224
1779424224358,94.003,7849.000,8024.562,8001.901,175.562
1779424224370,89.669,7986.000,8010.465,8019.332,24.465
1779424224378,93.877,7884.000,8024.202,8100.958,140.202
1779424224398,93.751,7918.000,8023.841,8100.958,105.841
1779424224418,93.656,7918.000,8023.571,8100.958,105.571
1779424224438,93.530,7918.000,8023.211,8100.958,105.211
1779424224458,93.404,7918.000,8022.850,8100.958,104.850
1779424224478,93.309,7918.000,8022.580,8100.958,104.580
1779424224498,93.183,7918.000,8022.220,8100.958,104.220
1779424224518,93.078,7952.000,8021.920,8100.958,69.920
1779424224538,92.952,7952.000,8021.559,8040.407,69.559
1779424224558,92.826,7952.000,8021.198,8040.407,69.198
1779424224578,92.731,7952.000,8020.928,8040.407,68.928
1779424224598,92.605,7952.000,8020.568,8040.407,68.568
1779424224618,92.500,7952.000,8020.268,8040.407,68.268
1779424224638,92.384,7986.000,8019.937,8040.407,33.937
1779424224658,92.258,7952.000,8019.577,8040.407,67.577
1779424224678,92.153,7952.000,8019.277,8040.407,67.277
1779424224698,92.038,7952.000,8018.946,8040.407,66.946
1779424224706,96.351,7713.000,8031.272,8009.115,318.272
1779424224718,91.901,7952.000,8018.556,8004.727,66.556
1779424224726,96.235,7679.000,8030.941,8009.115,351.941
1779424224738,91.806,7952.000,8018.286,8004.727,66.286
1779424224746,96.109,7610.000,8030.581,8009.115,420.581
1779424224758,91.680,7952.000,8017.925,8004.727,65.925
1779424224766,96.015,7576.000,8030.311,8009.115,454.311
1779424224778,91.554,7952.000,8017.565,8004.727,65.565
1779424224786,95.889,7508.000,8029.950,8007.571,521.950
1779424224806,95.762,7474.000,8029.590,8007.571,555.590
1779424224826,95.657,7474.000,8029.289,8007.571,555.289
1779424224846,95.531,7508.000,8028.929,8007.571,520.929
1779424224866,95.437,7542.000,8028.659,8007.571,486.659
1779424224886,95.300,7610.000,8028.268,8007.571,418.268
1779424224906,95.205,7645.000,8027.998,8007.571,382.998
1779424224926,95.090,7713.000,8027.668,8007.571,314.668
1779424224946,94.964,7781.000,8027.307,8001.901,246.307
1779424224966,94.837,7815.000,8026.947,8001.901,211.947
1779424224986,94.743,7849.000,8026.677,8001.901,177.677
1779424225006,94.617,7815.000,8026.316,8001.901,211.316
1779424225026,94.512,7781.000,8026.016,8001.901,245.016
1779424225046,94.386,7781.000,8025.656,8001.901,244.656
1779424225066,94.259,7747.000,8025.295,8001.901,278.295
1779424225086,94.165,7747.000,8025.025,8001.901,278.025
1779424225106,94.028,7747.000,8024.634,8001.901,277.634
1779424225116,98.256,7815.000,8037.484,8076.445,222.484
1779424225126,93.913,7781.000,8024.304,8100.958,243.304
1779424225136,98.151,7815.000,8037.077,8076.445,222.077
1779424225146,93.808,7815.000,8024.004,8100.958,209.004
1779424225156,98.025,7849.000,8036.589,8076.445,187.589
1779424225166,93.681,7815.000,8023.643,8100.958,208.643
1779424225176,97.899,7815.000,8036.100,7991.431,221.100
1779424225186,93.587,7849.000,8023.373,8100.958,174.373
1779424225196,97.804,7815.000,8035.734,7991.431,220.734
1779424225216,97.678,7815.000,8035.245,7991.431,220.245
1779424225236,97.552,7815.000,8034.756,7991.431,219.756
1779424225256,97.457,7815.000,8034.433,7991.431,219.433
1779424225276,97.331,7815.000,8034.073,7991.431,219.073
1779424225296,97.226,7815.000,8033.772,7991.431,218.772
1779424225316,97.111,7815.000,8033.442,7991.431,218.442
1779424225336,96.984,7815.000,8033.082,8009.115,218.082
1779424225356,96.879,7815.000,8032.781,8009.115,217.781
1779424225376,96.753,7849.000,8032.421,8009.115,183.421
1779424225396,96.627,7815.000,8032.060,8009.115,217.060
1779424225416,96.532,7815.000,8031.790,8009.115,216.790
1779424225436,96.406,7815.000,8031.430,8009.115,216.430
1779424225456,96.280,7781.000,8031.069,8009.115,250.069
1779424225476,96.175,7781.000,8030.769,8009.115,249.769
1779424225496,96.049,7747.000,8030.409,8009.115,283.409
1779424225516,95.944,7713.000,8030.108,8007.571,317.108
1779424225522,100.174,7884.000,8044.914,8044.009,160.914
1779424225536,95.828,7679.000,8029.778,8007.571,350.778
1779424225542,100.058,7884.000,8044.467,8044.009,160.467
1779424225556,95.702,7610.000,8029.417,8007.571,419.417
1779424225562,99.932,7884.000,8043.978,8038.221,159.978
1779424225576,95.608,7576.000,8029.147,8007.571,453.147
1779424225582,99.806,7884.000,8043.489,8038.221,159.489
1779424225596,95.481,7508.000,8028.787,8007.571,520.787
1779424225602,99.711,7884.000,8043.123,8038.221,159.123
1779424225622,99.585,7884.000,8042.634,8038.221,158.634
1779424225642,99.459,7884.000,8042.145,8038.221,158.145
1779424225662,99.354,7884.000,8041.738,8038.221,157.738
1779424225682,99.238,7884.000,8041.290,8038.221,157.290
1779424225702,99.133,7884.000,8040.883,8038.221,156.883
1779424225722,99.007,7849.000,8040.394,8038.221,191.394
1779424225742,98.881,7849.000,8039.905,8076.445,190.905
1779424225762,98.776,7849.000,8039.498,8076.445,190.498
1779424225782,98.650,7849.000,8039.009,8076.445,190.009
1779424225802,98.555,7849.000,8038.643,8076.445,189.643
1779424225822,98.429,7815.000,8038.155,8076.445,223.155
1779424225842,98.324,7815.000,8037.747,8076.445,222.747
1779424225862,98.198,7815.000,8037.259,8076.445,222.259
1779424225882,98.072,7815.000,8036.770,8076.445,221.770
1779424225902,97.967,7815.000,8036.363,7991.431,221.363
1779424225922,97.851,7815.000,8035.915,7991.431,220.915
1779424225927,102.166,7576.000,8052.633,8042.060,476.633
1779424225942,97.746,7815.000,8035.508,7991.431,220.508
1779424225947,102.061,7645.000,8052.226,8042.060,407.226
1779424225962,97.620,7849.000,8035.019,7991.431,186.019
1779424225967,101.935,7713.000,8051.737,8130.002,338.737
1779424225982,97.494,7815.000,8034.537,7991.431,219.537
1779424225987,101.830,7747.000,8051.330,8130.002,304.330
1779424226002,97.399,7815.000,8034.267,7991.431,219.267
1779424226007,101.714,7849.000,8050.882,8130.002,201.882
1779424226027,101.609,7849.000,8050.475,8130.002,201.475
1779424226047,101.493,7884.000,8050.027,8130.002,166.027
1779424226067,101.367,7884.000,8049.538,8130.002,165.538
1779424226087,101.262,7918.000,8049.131,8130.002,131.131
1779424226107,101.136,7918.000,8048.642,8130.002,130.642
1779424226127,101.010,7918.000,8048.153,8130.002,130.153
1779424226147,100.915,7918.000,8047.787,8044.009,129.787
1779424226167,100.789,7918.000,8047.298,8044.009,129.298
1779424226187,100.663,7918.000,8046.810,8044.009,128.810
1779424226207,100.568,7918.000,8046.443,8044.009,128.443
1779424226227,100.442,7884.000,8045.955,8044.009,161.955
1779424226247,100.337,7918.000,8045.548,8044.009,127.548
1779424226267,100.211,7918.000,8045.059,8044.009,127.059
1779424226287,100.085,7918.000,8044.570,8044.009,126.570
1779424226307,99.980,7884.000,8044.163,8038.221,160.163
1779424226327,99.875,7884.000,8043.756,8038.221,159.756
1779424226340,104.080,7986.000,8060.049,8048.682,74.049
1779424226347,99.759,7884.000,8043.308,8038.221,159.308
1779424226360,103.975,7986.000,8059.642,8042.216,73.642
1779424226367,99.643,7884.000,8042.860,8038.221,158.860
1779424226380,103.849,7952.000,8059.153,8042.216,107.153
1779424226387,99.517,7884.000,8042.371,8038.221,158.371
1779424226400,103.723,7986.000,8058.664,8042.216,72.664
1779424226407,99.391,7884.000,8041.882,8038.221,157.882
1779424226420,103.628,7986.000,8058.298,8042.216,72.298
1779424226440,103.502,7952.000,8057.809,8042.216,105.809
1779424226460,103.376,7952.000,8057.321,8042.216,105.321
1779424226480,103.281,7918.000,8056.954,8042.216,138.954
1779424226500,103.155,7918.000,8056.466,8042.216,138.466
1779424226520,103.050,7884.000,8056.059,8042.216,172.059
1779424226540,102.934,7884.000,8055.611,8042.060,171.611
1779424226560,102.798,7849.000,8055.081,8042.060,206.081
1779424226580,102.703,7815.000,8054.715,8042.060,239.715
1779424226600,102.577,7747.000,8054.226,8042.060,307.226
1779424226620,102.451,7679.000,8053.737,8042.060,374.737
1779424226640,102.356,7645.000,8053.371,8042.060,408.371
1779424226660,102.230,7542.000,8052.882,8042.060,510.882
1779424226680,102.125,7508.000,8052.475,8042.060,544.475
1779424226700,101.999,7508.000,8051.986,8130.002,543.986
1779424226720,101.873,7542.000,8051.497,8130.002,509.497
1779424226740,101.757,7576.000,8051.050,8130.002,475.050
1779424226741,106.000,7918.000,8055.312,8073.486,137.312
1779424226760,101.652,7645.000,8050.642,8130.002,405.642
1779424226761,105.874,7918.000,8056.360,8087.377,138.360
1779424226780,101.526,7713.000,8050.154,8130.002,337.154
1779424226781,105.769,7918.000,8057.231,8087.377,139.231
1779424226800,101.421,7747.000,8049.747,8130.002,302.747
1779424226801,105.643,7884.000,8058.279,8087.377,174.279
1779424226820,101.305,7849.000,8049.299,8130.002,200.299
1779424226821,105.517,7918.000,8059.326,8087.377,141.326
1779424226841,105.422,7918.000,8060.110,8087.377,142.110
1779424226861,105.296,7918.000,8061.157,8087.377,143.157
1779424226881,105.170,7918.000,8062.204,8087.377,144.204
1779424226901,105.075,7918.000,8062.988,8087.377,144.988
1779424226921,104.939,7918.000,8063.376,8048.682,145.376
1779424226941,104.844,7918.000,8063.010,8048.682,145.010
1779424226961,104.718,7918.000,8062.521,8048.682,144.521
1779424226981,104.602,7918.000,8062.073,8048.682,144.073
1779424227001,104.476,7952.000,8061.584,8048.682,109.584
1779424227021,104.382,7952.000,8061.218,8048.682,109.218
1779424227041,104.255,7952.000,8060.729,8048.682,108.729
1779424227061,104.129,7952.000,8060.240,8048.682,108.240
1779424227081,104.024,7952.000,8059.833,8048.682,107.833
1779424227101,103.898,7986.000,8059.344,8042.216,73.344
1779424227121,103.793,7986.000,8058.937,8042.216,72.937
1779424227141,103.677,7986.000,8058.489,8042.216,72.489
1779424227144,107.888,7815.000,8039.647,8028.030,224.647
1779424227161,103.572,7986.000,8058.082,8042.216,72.082
1779424227164,107.793,7815.000,8040.431,8028.030,225.431
1779424227181,103.446,7952.000,8057.593,8042.216,105.593
1779424227184,107.667,7849.000,8041.479,8028.030,192.479
1779424227201,103.320,7986.000,8057.105,8042.216,71.105
1779424227204,107.562,7849.000,8042.351,8028.030,193.351
1779424227221,103.226,7986.000,8056.738,8042.216,70.738
1779424227224,107.446,7849.000,8043.310,8028.030,194.310
1779424227244,107.320,7884.000,8044.357,8028.030,160.357
1779424227264,107.215,7884.000,8045.229,8028.030,161.229
1779424227284,107.089,7884.000,8046.276,8028.030,162.276
1779424227304,106.963,7884.000,8047.323,8073.486,163.323
1779424227324,106.868,7884.000,8048.108,8073.486,164.108
1779424227344,106.742,7884.000,8049.155,8073.486,165.155
1779424227364,106.616,7884.000,8050.202,8073.486,166.202
1779424227384,106.522,7884.000,8050.986,8073.486,166.986
1779424227404,106.395,7884.000,8052.033,8073.486,168.033
1779424227424,106.290,7884.000,8052.905,8073.486,168.905
1779424227444,106.164,7884.000,8053.952,8073.486,169.952
1779424227464,106.038,7884.000,8054.999,8073.486,170.999
1779424227484,105.943,7918.000,8055.784,8087.377,137.784
1779424227504,105.807,7884.000,8056.918,8087.377,172.918
1779424227524,105.712,7918.000,8057.703,8087.377,139.703
1779424227544,105.597,7918.000,8058.662,8087.377,140.662
1779424227549,109.911,7815.000,8022.851,8004.300,207.851
1779424227564,105.470,7918.000,8059.709,8087.377,141.709
1779424227569,109.806,7815.000,8023.723,8004.300,208.723
1779424227584,105.365,7918.000,8060.581,8087.377,142.581
1779424227589,109.659,7815.000,8024.946,8004.300,209.946
1779424227604,105.239,7884.000,8061.628,8087.377,177.628
1779424227609,109.565,7815.000,8025.730,8004.300,210.730
1779424227624,105.113,7918.000,8062.675,8087.377,144.675
1779424227629,109.460,7815.000,8026.602,8004.300,211.602
1779424227649,109.333,7815.000,8027.649,8004.300,212.649
1779424227669,109.207,7815.000,8028.696,8004.300,213.696
1779424227689,109.113,7815.000,8029.480,8004.300,214.480
1779424227709,108.987,7781.000,8030.527,8065.527,249.527
1779424227729,108.882,7781.000,8031.399,8065.527,250.399
1779424227749,108.755,7781.000,8032.446,8065.527,251.446
1779424227769,108.640,7747.000,8033.406,8065.527,286.406
1779424227789,108.535,7747.000,8034.278,8065.527,287.278
1779424227809,108.398,7713.000,8035.413,8065.527,322.413
1779424227829,108.303,7713.000,8036.197,8065.527,323.197
1779424227849,108.177,7679.000,8037.244,8065.527,358.244
1779424227869,108.051,7679.000,8038.291,8065.527,359.291
1779424227889,107.957,7679.000,8039.075,8028.030,360.075
1779424227909,107.820,7713.000,8040.210,8028.030,327.210
1779424227929,107.725,7713.000,8040.994,8028.030,327.994
1779424227949,107.589,7781.000,8042.129,8028.030,261.129
1779424227952,111.810,7918.000,8007.099,7956.057,89.099
1779424227969,107.473,7815.000,8043.089,8028.030,228.089
1779424227972,111.705,7918.000,8007.970,7956.057,89.970
1779424227989,107.379,7815.000,8043.873,8028.030,228.873
1779424227992,111.599,7918.000,8008.842,7956.057,90.842
1779424228009,107.252,7849.000,8044.920,8028.030,195.920
1779424228012,111.473,7952.000,8009.889,7956.057,57.889
1779424228029,107.147,7849.000,8045.792,8028.030,196.792
1779424228032,111.347,7952.000,8010.937,7956.057,58.937
1779424228052,111.253,7952.000,8011.721,7956.057,59.721
1779424228072,111.126,7952.000,8012.768,7956.057,60.768
1779424228092,111.000,7952.000,8013.815,7956.057,61.815
1779424228112,110.906,7952.000,8014.599,8000.685,62.599
1779424228132,110.780,7952.000,8015.646,8000.685,63.646
1779424228152,110.675,7952.000,8016.518,8000.685,64.518
1779424228172,110.559,7952.000,8017.478,8000.685,65.478
1779424228192,110.433,7918.000,8018.525,8000.685,100.525
1779424228212,110.328,7918.000,8019.397,8000.685,101.397
1779424228232,110.202,7884.000,8020.444,8000.685,136.444
1779424228252,110.075,7884.000,8021.491,8000.685,137.491
1779424228272,109.981,7884.000,8022.275,8004.300,138.275
1779424228292,109.855,7849.000,8023.322,8004.300,174.322
1779424228312,109.750,7849.000,8024.194,8004.300,175.194
1779424228332,109.623,7815.000,8025.241,8004.300,210.241
1779424228352,109.508,7815.000,8026.201,8004.300,211.201
1779424228360,113.726,7884.000,7990.152,8024.010,106.152
1779424228372,109.403,7815.000,8027.073,8004.300,212.073
1779424228380,113.600,7884.000,7991.306,8024.010,107.306
1779424228392,109.256,7815.000,8028.295,8004.300,213.295
1779424228400,113.495,7884.000,7992.267,8024.010,108.267
1779424228412,109.161,7815.000,8029.080,8004.300,214.080
1779424228420,113.369,7884.000,7993.421,8024.010,109.421
1779424228432,109.056,7815.000,8029.951,8004.300,214.951
1779424228440,113.274,7884.000,7994.285,8024.010,110.285
1779424228460,113.148,7884.000,7995.439,8024.010,111.439
1779424228480,113.043,7884.000,7996.400,8024.010,112.400
1779424228500,112.917,7884.000,7997.554,7995.404,113.554
1779424228520,112.791,7884.000,7998.708,7995.404,114.708
1779424228540,112.696,7884.000,7999.573,7995.404,115.573
1779424228560,112.570,7884.000,8000.727,7995.404,116.727
1779424228580,112.444,7884.000,8001.833,7995.404,117.833
1779424228600,112.349,7884.000,8002.618,7995.404,118.618
1779424228620,112.223,7884.000,8003.665,7995.404,119.665
1779424228640,112.118,7884.000,8004.537,7995.404,120.537
1779424228660,112.003,7918.000,8005.496,7995.404,87.496
1779424228680,111.876,7918.000,8006.543,7956.057,88.543
1779424228700,111.771,7918.000,8007.415,7956.057,89.415
1779424228720,111.645,7918.000,8008.462,7956.057,90.462
1779424228740,111.540,7918.000,8009.334,7956.057,91.334
1779424228760,111.403,7918.000,8010.469,7956.057,92.469
1779424228769,115.737,7849.000,7971.755,8045.950,122.755
1779424228780,111.298,7918.000,8011.341,7956.057,93.341
1779424228789,115.632,7849.000,7972.716,8045.950,123.716
1779424228800,111.193,7918.000,8012.213,7956.057,94.213
1779424228809,115.517,7849.000,7973.773,8045.950,124.773
1779424228820,111.067,7952.000,8013.260,7956.057,61.260
1779424228829,115.391,7884.000,7974.927,8045.950,90.927
1779424228840,110.941,7952.000,8014.307,8000.685,62.307
1779424228849,115.286,7884.000,7975.888,8045.950,91.888
1779424228869,115.159,7918.000,7977.042,8045.950,59.042
1779424228889,115.033,7918.000,7978.196,8045.950,60.196
1779424228909,114.939,7918.000,7979.061,8069.072,61.061
1779424228929,114.813,7918.000,7980.215,8069.072,62.215
1779424228949,114.707,7918.000,7981.176,8069.072,63.176
1779424228969,114.581,7918.000,7982.330,8069.072,64.330
1779424228989,114.476,7918.000,7983.291,8069.072,65.291
1779424229009,114.350,7918.000,7984.445,8069.072,66.445
1779424229029,114.234,7918.000,7985.503,8069.072,67.503
1779424229049,114.108,7918.000,7986.657,8069.072,68.657
1779424229069,114.014,7918.000,7987.521,8069.072,69.521
1779424229089,113.888,7884.000,7988.675,8024.010,104.675
1779424229109,113.761,7884.000,7989.829,8024.010,105.829
1779424229129,113.656,7884.000,7990.790,8024.010,106.790
1779424229149,113.530,7884.000,7991.944,8024.010,107.944
1779424229169,113.425,7884.000,7992.905,8024.010,108.905
1779424229171,117.636,7884.000,7954.388,7906.842,70.388
1779424229189,113.310,7884.000,7993.963,8024.010,109.963
1779424229191,117.531,7884.000,7955.349,7906.842,71.349
1779424229209,113.183,7884.000,7995.117,8024.010,111.117
1779424229211,117.405,7849.000,7956.503,7906.842,107.503
1779424229229,113.078,7884.000,7996.078,8024.010,112.078
1779424229231,117.310,7849.000,7957.367,7906.842,108.367
1779424229249,112.952,7884.000,7997.232,7995.404,113.232
1779424229251,117.184,7849.000,7958.521,7906.842,109.521
1779424229271,117.079,7849.000,7959.482,7906.842,110.482
1779424229291,116.953,7849.000,7960.636,7963.629,111.636
1779424229311,116.837,7849.000,7961.694,7963.629,112.694
1779424229331,116.732,7849.000,7962.655,7963.629,113.655
1779424229351,116.606,7849.000,7963.809,7963.629,114.809
1779424229371,116.480,7849.000,7964.963,7963.629,115.963
1779424229391,116.385,7849.000,7965.828,7963.629,116.828
1779424229411,116.259,7884.000,7966.982,7963.629,82.982
1779424229431,116.154,7884.000,7967.943,7963.629,83.943
1779424229451,116.028,7884.000,7969.097,7963.629,85.097
1779424229471,115.902,7884.000,7970.251,8045.950,86.251
1779424229491,115.807,7884.000,7971.115,8045.950,87.115
1779424229511,115.681,7849.000,7972.269,8045.950,123.269
1779424229531,115.555,7849.000,7973.423,8045.950,124.423
1779424229551,115.461,7849.000,7974.288,8045.950,125.288
1779424229571,115.334,7849.000,7975.442,8045.950,126.442
1779424229578,119.543,7884.000,7936.947,7949.898,52.947
1779424229591,115.229,7849.000,7976.403,8045.950,127.403
1779424229598,119.438,7884.000,7937.908,7949.898,53.908
1779424229611,115.114,7849.000,7977.460,8045.950,128.460
1779424229618,119.301,7884.000,7939.159,7949.898,55.159
1779424229631,114.987,7884.000,7978.615,8069.072,94.615
1779424229638,119.206,7884.000,7940.023,7949.898,56.023
1779424229651,114.882,7884.000,7979.576,8069.072,95.576
1779424229658,119.101,7884.000,7940.984,7949.898,56.984
1779424229678,118.975,7884.000,7942.139,7942.551,58.139
1779424229698,118.849,7884.000,7943.293,7942.551,59.293
1779424229718,118.754,7884.000,7944.157,7942.551,60.157
1779424229738,118.628,7884.000,7945.311,7942.551,61.311
1779424229758,118.502,7884.000,7946.465,7942.551,62.465
